,word,link,sentence,synonyms,synset
4349,electric,sign/electric/554/1,,"['BATTERY (as in ""what you put in a toy"")', 'CHARGE (as in ""electrical energy"")', 'CHARGE (as in ""to give power"")', 'ELECTRICAL', 'ELECTRICITY', 'ELECTRONIC', 'POWER (as in ""electrical energy"")']",
4350,electrical,sign/electrical/3358/1,,"['BATTERY (as in ""what you put in a toy"")', 'CHARGE (as in ""electrical energy"")', 'CHARGE (as in ""to give power"")', 'ELECTRIC', 'ELECTRICITY', 'ELECTRONIC', 'POWER (as in ""electrical energy"")']",
4351,electrical+failure,sign/electrical+failure/12314/1,,['SHORT CIRCUIT'],
4352,electrical+malfunction,sign/electrical+malfunction/12313/1,,['SHORT CIRCUIT'],
4353,electrician,sign/electrician/125/1,,[],
4354,electricity,sign/electricity/2103/1,,"['BATTERY (as in ""what you put in a toy"")', 'CHARGE (as in ""electrical energy"")', 'CHARGE (as in ""to give power"")', 'ELECTRIC', 'ELECTRICAL', 'ELECTRONIC', 'POWER (as in ""electrical energy"")']",
4355,electronic,sign/electronic/12612/1,,"['BATTERY (as in ""what you put in a toy"")', 'CHARGE (as in ""electrical energy"")', 'CHARGE (as in ""to give power"")', 'ELECTRIC', 'ELECTRICAL', 'ELECTRICITY', 'POWER (as in ""electrical energy"")']",
4356,electronic+book,sign/electronic+book/14578/1,,"['EBOOK (as in ""digital book"")']",
4357,elegant,sign/elegant/3360/1,,"['CLASSY', 'DELUXE', 'ELITE', 'FANCY', 'FINEST', 'FORMAL', 'GRAND', 'LUXURIOUS', 'LUXURY', 'PLUSH (as in ""luxurious"")', 'POSH']",
4358,elementary,sign/elementary/1264/1,My son is an elementary teacher.,[],Synset('elementary.a.02')
4359,elementary+school,sign/elementary+school/8565/1,I work at an elementary school.,[],
4360,elena,sign/elena/10687/1,Elena is my best friend.,[],
4361,elephant,sign/elephant/1265/1,Rick has 15 horses. Mark has 6 elephants.,[],Synset('elephant.n.02')
4362,elephant,sign/elephant/1265/1,I love elephants.,[],Synset('elephant.n.02')
4363,elevate,sign/elevate/7657/1,,"['ADVANCE (as in ""to move to the next level"")', 'ELITE', 'PROMOTE', 'PROMOTION (as in ""to move to the next level"")', 'RAISE (as in ""promotion"")', 'SUPREME']",
4364,elevation,sign/elevation/12016/1,,"['PITCH (as in ""steepness of a slope"")', 'SLOPE (as in ""pitch of an object"")', 'STEEP']",
4365,elevator,sign/elevator/1266/1,The elevator got stuck on the 3rd floor.,[],Synset('elevator.n.01')
4366,elevator,sign/elevator/1266/1,My father worked at the Otis Elevator Company for many years.,[],Synset('elevator.n.02')
4367,eleven,sign/eleven/642/1,I hope when I go to Las Vegas that I get a 7 or 11 when I roll the dice.,[],Synset('football_team.n.01')
4368,eleven,sign/eleven/642/1,"Today is Wednesday, February 11, 2002.",[],Synset('football_team.n.01')
4369,eleven,sign/eleven/642/1,My son is 11 years old.,[],Synset('football_team.n.01')
4370,eleven,sign/eleven/642/1,Marco ate 11 turkey sandwiches.,[],Synset('football_team.n.01')
4371,eleven,sign/eleven/642/1,5 APPLES + 6 APPLES = 11 APPLES,[],Synset('football_team.n.01')
4372,eleven,sign/eleven/642/1,"Mother's Day is Sunday, May 11.",[],Synset('football_team.n.01')
4373,eleven,sign/eleven/642/1,"Veteran's Day is Thursday, November 11.",[],Synset('football_team.n.01')
4374,eleven,sign/eleven/642/1,I have 11 turtles.,[],Synset('football_team.n.01')
4375,eleven,sign/eleven/642/1,"Veteran's Day is Wednesday, November 11.",[],Synset('football_team.n.01')
4376,eleven,sign/eleven/642/1,I have eleven socks.,[],Synset('football_team.n.01')
4377,eleven+months,sign/eleven+months/14745/1,,[],
4378,eleven+months+ago,sign/eleven+months+ago/14673/1,I became an aunt 11 months ago.,[],
4379,eleven+oclock,sign/eleven+oclock/12704/1,My neighborhood is very quiet at 11:00.,[],
4380,eleven-fifteen,sign/eleven-fifteen/13148/1,We will eat at 11:15.,[],
4381,eleven-forty-five,sign/eleven-forty-five/13161/1,,[],
4382,eleven-thirty,sign/eleven-thirty/13104/1,The hockey game is at 11:30 am.,[],
4383,eleventh+grade,sign/eleventh+grade/9691/1,,"['JUNIOR (as in ""junior in high school"")']",
4384,elf,sign/elf/7821/1,Santa has his favorite elf help him at Christmas.,['LEPRECHAUN'],Synset('extremely_low_frequency.n.01')
4385,eli,sign/eli/10744/1,Eli is my best friend.,[],
4386,elias,sign/elias/10688/1,Elias is my best friend.,[],Synset('lamb.n.02')
4387,eliminate,sign/eliminate/5127/1,,"['DELETE (as in ""to erase"")', 'OMIT', 'RID', 'UNINSTALL (as in ""removing software"")']",
4388,elite,sign/elite/7656/1,,"['CLASSY', 'DELUXE', 'ELEGANT', 'FANCY', 'FINEST', 'FORMAL', 'GRAND', 'LUXURIOUS', 'LUXURY', 'PLUSH (as in ""luxurious"")', 'POSH']",
4389,elk,sign/elk/5039/1,,[],
4390,ella,sign/ella/10656/1,Ella is my best friend.,[],
4391,ella+mae+lentz,sign/ella+mae+lentz/14728/1,"Ella Mae Lentz is a Deaf American teacher, poet, advocate, and author.",[],
4392,ella+mae+lentz,sign/ella+mae+lentz/14728/1,"Ella Mae Lentz is a well‑known Deaf teacher, poet, advocate, and author.",[],
4393,elliot,sign/elliot/10868/1,Elliot is my best friend.,[],
4394,elliott,sign/elliott/10591/1,Elliott is my best friend.,[],
4395,elope,sign/elope/1268/1,,['RUN AWAY AND GET MARRIED'],
4396,elsa,sign/elsa/10657/1,Elsa is my best friend.,[],
4397,else,sign/else/126/1,,"['ANOTHER', 'OTHER']",
4398,elsie,sign/elsie/10690/1,Elsie is my best friend.,[],
4399,elton,sign/elton/10691/1,Elton is my best friend.,[],
4400,elude,sign/elude/3362/1,,"['AVOID (as in ""to evade"")', 'BACK OUT', 'EVADE (as in ""to avoid"")', 'FALL BEHIND', 'LOOPHOLE', 'REFRAIN', 'SHIRK', 'SHUN (as in ""to avoid"")']",
4401,elude,sign/elude/8792/1,,"['AVOID (as in ""avoid a lot"")', 'AVOID (as in ""to evade"")', 'EVADE (as in ""evade a lot"")', 'FALL BEHIND (as in ""fall behind a lot"")', 'SHIRK (as in ""shirk a lot"")', 'SHUN (as in ""shun a lot"")']",
4402,em,sign/em/14231/1,Em is my best friend.,[],Synset('em.n.02')
4403,email,sign/email/6040/1,I love email!,[],Synset('electronic_mail.n.01')
4404,embarrass,sign/embarrass/3363/1,I was embarrassed when my ice cream cone fell on the floor.,"['EMBARRASSED', 'EMBARRASSMENT']",Synset('obstruct.v.01')
4405,embarrassed,sign/embarrassed/3364/1,,"['EMBARRASS', 'EMBARRASSMENT']",
4406,embarrassment,sign/embarrassment/127/1,,"['EMBARRASS', 'EMBARRASSED']",
4407,embezzle,sign/embezzle/1269/1,,"['ABDUCT', 'BANDIT', 'BURGLAR', 'BURGLARY', 'CROOK', 'EMBEZZLING', 'KIDNAP', 'LOOT', 'PICKPOCKET', 'PICKPOCKETING', 'ROB (as in ""to take something illegally"")', 'ROBBER', 'ROBBERY (as in ""to take something illegally"")', 'ROBBING', 'RUSTLER', 'RUSTLING', 'STEAL (as in ""burglary"")', 'STEALING', 'STOLE (as in ""to steal"")', 'STOLEN', 'THEFT', 'THIEF', 'THIEVERY', 'THIEVING']",
4408,embezzling,sign/embezzling/12052/1,,"['ABDUCT', 'BANDIT', 'BURGLAR', 'BURGLARY', 'CROOK', 'EMBEZZLE', 'KIDNAP', 'LOOT', 'PICKPOCKET', 'PICKPOCKETING', 'ROB (as in ""to take something illegally"")', 'ROBBER', 'ROBBERY (as in ""to take something illegally"")', 'ROBBING', 'RUSTLER', 'RUSTLING', 'STEAL (as in ""burglary"")', 'STEALING', 'STOLE (as in ""to steal"")', 'STOLEN', 'THEFT', 'THIEF', 'THIEVERY', 'THIEVING']",
4409,emblem,sign/emblem/3365/1,,[],
4410,embrace,sign/embrace/3366/1,,['HUG'],
4411,emcee,sign/emcee/13543/1,,[],
4412,emerald,sign/emerald/11632/1,,[],
4413,emerge,sign/emerge/6587/1,,"['APPEAR (as in ""to show up"")', 'APPEARANCE (as in ""to show up"")', 'ARISE (as in ""appear"")', 'COME UP (as in ""appear"")', 'POP UP (as in ""appear"")', 'RISE (as in ""rise up or appear"")', 'SHOW UP', 'TURN UP (as in ""to appear or show up"")']",
4414,emergency,sign/emergency/1270/1,What is the emergency?,[],Synset('hand_brake.n.01')
4415,emergency+nurse,sign/emergency+nurse/8765/1,The emergency room nurse admitted me to the hospital.,[],
4416,emerging,sign/emerging/6588/1,,"['BEGIN (as in ""to start"")', 'BEGINNING (as in ""starting"")', 'BEGINS (as in ""action"")', 'COMMENCE', 'IGNITE (as in ""start"")', 'INDUCE', 'INITIATE', 'INSTITUTED (as in ""to begin or introduce "")', 'LAUNCH (as in ""to launch a boat"")', 'ONSET', 'ORIGIN', 'ORIGINAL', 'ORIGINATE (as in ""start"")', 'ORIGINATION', 'SOURCE', 'START']",
4417,emerson,sign/emerson/10592/1,Emerson is my best friend.,[],Synset('emerson.n.01')
4418,emily,sign/emily/10692/1,Emily was born in the month of March.,[],
4419,eminem,sign/eminem/10570/1,Eminem is my favorite rapper.,[],
4420,emma,sign/emma/13762/1,Emma is my best friend.,[],
4421,emmanuel,sign/emmanuel/7439/1,,[],
4422,emmy,sign/emmy/10627/1,,[],
4423,emotion,sign/emotion/7877/1,,"['EMOTIONAL', 'OVERWROUGHT']",
4424,emotional,sign/emotional/1271/1,,"['EMOTION', 'OVERWROUGHT']",
4425,empathy,sign/empathy/3367/1,I have empathy for athletes who lose a tough game.,"['CARE (as in ""to care about"")', 'COMPASSION (as in ""to show compassion for someone or something"")', 'MERCY (as in ""to show mercy for someone or something"")', 'PITIFUL (as in ""to be pitiful toward someone or something"")', 'PITY (as in ""to pity someone"")', 'POOR THING (as in ""pity for someone or something"")', 'POOR YOU (as in ""pity for someone or something"")', 'SYMPATHY (as in ""to show sympathy for someone or something"")']",Synset('empathy.n.01')
4426,empathy,sign/empathy/12798/1,,"['COMPASSION (as in ""to show compassion for me"")', 'MERCY (as in ""to show mercy to me"")', 'PITIFUL (as in ""to be pitiful toward me"")', 'PITY (as in ""to pity me"")', 'POOR ME (as in ""to show pity toward me"")', 'POOR THING (as in ""to pity toward me"")']",
4427,emperor,sign/emperor/1272/1,,[],
4428,emphasis,sign/emphasis/11009/1,,"['EMPHASIZE', 'INTENSITY (as in ""emphasis"")', 'STRESS (as in ""emotional pressure"")']",
4429,emphasize,sign/emphasize/1547/1,,"['EMPHASIS', 'INTENSITY (as in ""emphasis"")', 'STRESS (as in ""emotional pressure"")']",
4430,employ,sign/employ/5625/1,,"['GREET', 'HIRE', 'INVITATION', 'INVITE (as in ""to invite someone"")', 'WELCOME']",
4431,employ+me,sign/employ+me/9782/1,,"['GREET ME', 'HIRE ME', 'INVITE (as in ""to invite me"")', 'WELCOME ME']",
4432,employee,sign/employee/9021/1,The pet store has 10 employees.,['WORKER'],Synset('employee.n.01')
4433,employment,sign/employment/3368/1,,"['ASSIGNMENT', 'JOB', 'LABOR', 'OCCUPATION', 'TASK', 'VOCATION (as in ""vocation for someone"")', 'WORK (as in ""job"")']",
4434,empty,sign/empty/3369/1,"I have to go grocery shopping, my refrigerator is empty.","['AVAILABLE', 'BARE', 'BLANK', 'NAKED', 'NUDE', 'VACANCY', 'VACANT', 'VOID (as in ""empty or blank"")']",Synset('vacate.v.02')
4435,empty,sign/empty/11608/1,,"['DRAIN (as in ""drain a container"")', 'FINISH (as in ""finish a container"")', 'FINISH OFF A BOTTLE']",
4436,empty,sign/empty/11606/1,,"['DRAIN (as in ""to drain a container of liquid"")', 'FINISH (as in ""to finish a container of liquid"")', 'FINISH OFF A BOTTLE', 'FINISH OFF A GLASS']",
4437,emu,sign/emu/10760/1,,[],
4438,en+masse,sign/en+masse/9996/1,,"['ASSEMBLE (as in ""coming or putting together somewhere"")', 'ASSEMBLY', 'ATTEND (as in ""to gather somewhere"")', 'CONGREGATE (as in ""to gather together somewhere"")', 'CROWD (as in ""a crowd of people"")', 'FLOCK (as in ""to gather in a group somewhere"")', 'GATHER (as in ""to get together somewhere"")', 'GET TOGETHER (as in ""to get together somewhere"")', 'GO (as in ""multiple people go somewhere"")', 'REUNION']",
4439,en+masse,sign/en+masse/12847/1,,"['ASSEMBLE (as in ""to assemble here or with me"")', 'ATTEND (as in ""to gather here or with me"")', 'COME OVER (as in ""to get together"")', 'CONGREGATE (as in ""to gather here or with me"")', 'FLOCK (as in ""to gather in a group here or with me"")', 'GATHER (as in ""to come here or come to me"")', 'GET TOGETHER (as in ""to get together here or with me"")']",
4440,enable,sign/enable/3370/1,,"['ALLOW', 'GRANT', 'LET', 'METHOD', 'PERMISSION', 'PERMIT (as in ""permission"")', 'PRIVILEGE (as in ""to allow"")', 'TECHNIQUE', 'WAY (as in ""a road or address"")']",
4441,encore,sign/encore/5356/1,,"['AGAIN', 'OVER (as in ""again"")', 'RECAPTURE (as in ""to emotionally capture again"")', 'RECUR', 'REDO', 'REITERATE', 'REPEAT']",
4442,encounter,sign/encounter/7186/1,,"['MEET (as in ""I met"")', 'MEET (as in ""they met"")', 'MET (as in ""I met"")', 'MET (as in ""they met"")']",
4443,encounter,sign/encounter/8334/1,,"['MEET (as in ""they met"")', 'MET (as in ""they met"")', 'RENDEZVOUS']",
4444,encourage,sign/encourage/1274/1,I encourage my students to attend college.,"['ENCOURAGEMENT', 'MOTIVATE', 'PERSUADE (as in ""to coax or urge"")', 'RALLY (as in ""to encourage"")', 'REASSURE (as in ""support or encourage"")']",Synset('promote.v.01')
4445,encourage,sign/encourage/1274/1,The coach encouraged me to join the basketball team.,"['ENCOURAGEMENT', 'MOTIVATE', 'PERSUADE (as in ""to coax or urge"")', 'RALLY (as in ""to encourage"")', 'REASSURE (as in ""support or encourage"")']",Synset('promote.v.01')
4446,encouragement,sign/encouragement/8755/1,The coach encouraged me to join the basketball team.,"['ENCOURAGE (as in ""to motivate"")', 'MOTIVATE', 'PERSUADE (as in ""to coax or urge"")', 'RALLY (as in ""to encourage"")', 'REASSURE (as in ""support or encourage"")']",Synset('encouragement.n.03')
4447,encyclopedia,sign/encyclopedia/1275/1,,[],
4448,end,sign/end/555/1,Labor Day means summer is over.,"['COMPLETE (as in ""final or done, never doing it again"")', 'CONCLUDE', 'DONE (as in ""finished"")', 'FINISH (as in ""complete"")', 'RESULT', 'TERMINATE', 'WIND UP (as in ""to end"")']",Synset('goal.n.01')
4449,end+call,sign/end+call/14028/1,If you are mean I will end the call.,"['HANG UP (as in ""to hang up the phone"")']",
4450,end+of+the+word,sign/end+of+the+word/14738/1,It feels like the end of the world.,['DOOMSDAY'],
4451,endanger,sign/endanger/3371/1,,"['AT-RISK (as in ""susceptible"")', 'DANGER', 'DANGEROUS', 'HAZARD', 'PERIL', 'PERILOUS']",
4452,endorse,sign/endorse/7094/1,,"['ALLEGIANCE', 'FAVOR (as in ""support"")', 'IN FAVOR OF', 'REASSURE (as in ""support or encourage"")', 'REINFORCE', 'SPONSOR', 'SUPPORT', 'UPHOLD']",
4453,endorsement,sign/endorsement/12595/1,,"['APPROVAL (as in ""stamp of approval"")', 'APPROVE (as in ""accept"")', 'AUTHENTICATE', 'AUTHORIZE', 'NOTARIZE', 'OK (as in ""approval"")', 'PERMIT (as in ""to approve"")', 'RATIFICATION', 'RATIFY', 'STAMP (as in ""to stamp"")', 'STAMP OF APPROVAL', 'VALIDATE', 'VERIFY']",
4454,endurance,sign/endurance/6381/1,,"['BEAR (as in ""tolerate"")', 'DRUDGERY (as in ""hard or dull work"")', 'ENDURE', 'PATIENCE', 'PATIENT (as in ""to be patient"")', 'PUT UP WITH (as in ""patience"")', 'TOIL (as in ""to work hard or struggle"")', 'TOLERATE']",
4455,endure,sign/endure/3372/1,,"['BEAR (as in ""tolerate"")', 'DRUDGERY (as in ""hard or dull work"")', 'ENDURANCE', 'PATIENCE', 'PATIENT (as in ""to be patient"")', 'PUT UP WITH (as in ""patience"")', 'TOIL (as in ""to work hard or struggle"")', 'TOLERATE']",
4456,enemy,sign/enemy/1276/1,,"['ESTRANGED', 'FOE', 'OPPONENT', 'RIVAL', 'UNFRIEND']",
4457,energy,sign/energy/1277/1,"I have no energy, I need to eat.",[],Synset('energy.n.06')
4458,engaged,sign/engaged/742/1,,[],
4459,engagement,sign/engagement/5736/1,,"['APPOINTMENT', 'HOLD (as in ""to reserve an item"")', 'RESERVATION', 'RESERVE']",
4460,engagement,sign/engagement/9724/1,,[],
4461,engine,sign/engine/3373/1,My car was having engine trouble so I took it to the mechanic.,"['FACTORY', 'INDUSTRIAL', 'INDUSTRY', 'MACHINE', 'MECHANISM', 'MOTOR', 'RUN (as in ""a motor running"")', 'RUN (as in ""a machine operating"")']",Synset('locomotive.n.01')
4462,engineer,sign/engineer/9211/1,,"['ARCHITECT', 'DRAFTSMAN']",
4463,engineer,sign/engineer/3374/1,My son wants to be an engineer.,"['ARCHITECTURE', 'DRAFTING', 'ENGINEERING (as in ""the profession or discipline"")']",Synset('mastermind.v.01')
4464,engineering,sign/engineering/13130/1,Cyndi's minor is engineering.,"['ARCHITECTURE', 'DRAFTING', 'ENGINEER (as in ""the profession or discipline"")']",Synset('technology.n.01')
4465,engineering,sign/engineering/13130/1,My teacher's favorite class is engineering.,"['ARCHITECTURE', 'DRAFTING', 'ENGINEER (as in ""the profession or discipline"")']",Synset('technology.n.01')
4466,engineering,sign/engineering/13130/1,My teacher's favorite class is engineering.,"['ARCHITECTURE', 'DRAFTING', 'ENGINEER (as in ""the profession or discipline"")']",Synset('technology.n.01')
4467,england,sign/england/3375/1,,"['BRITAIN', 'BRITISH', 'ENGLISH (as in ""from England"")', 'ENGLISH (as in ""the language"")']",
4468,english,sign/english/128/1,Rebecca's major is English.,"['BRITAIN', 'BRITISH', 'ENGLAND (as in ""the country"")', 'ENGLISH (as in ""the language"")']",Synset('english.n.04')
4469,english,sign/english/128/1,My niece's favorite class is English.,"['BRITAIN', 'BRITISH', 'ENGLAND (as in ""the country"")', 'ENGLISH (as in ""the language"")']",Synset('english.n.04')
4470,english,sign/english/8464/1,Do you speak English?,"['BRITAIN', 'BRITISH', 'ENGLAND (as in ""the country"")', 'ENGLISH (as in ""from England"")']",Synset('english.n.04')
4471,engrave,sign/engrave/11402/1,,"['CARVE', 'SCULPT']",
4472,engraver,sign/engraver/11760/1,,"['CARVE', 'CARVER', 'ENGRAVE', 'SCULPT', 'SCULPTOR']",
4473,enhance,sign/enhance/9170/1,,"['AMELIORATE (as in ""big improvement"")', 'IMPROVE (as in ""big improvement"")', 'IMPROVEMENT (as in ""big improvement"")', 'IMPROVING (as in ""big improvement"")', 'REFINE (as in ""big improvement"")']",
4474,enhance,sign/enhance/9175/1,,"['AMELIORATE (as in ""little or incremental improvement"")', 'CHANGE (as in ""a good change"")', 'IMPROVE (as in ""little or incremental improvement"")', 'IMPROVEMENT (as in ""a good change"")', 'IMPROVEMENT (as in ""little or incremental improvement"")', 'IMPROVING (as in ""little or incremental improvement"")', 'REFINE (as in ""little or incremental improvement"")']",
4475,enhance,sign/enhance/7010/1,,"['AMELIORATE (as in ""improve"")', 'IMPROVE', 'IMPROVEMENT (as in ""a good change"")', 'IMPROVING', 'REFINE']",
4476,enjoy,sign/enjoy/129/1,I enjoy playing with my cousins at my grandmother's house.,"['APPRECIATE', 'APPRECIATION', 'DELIGHT', 'EXTRACURRICULAR (as in ""after school activities"")', 'HOBBY', 'LEISURE', 'LOVE (as in ""crazy about"")', 'LOVE (as in ""to enjoy"")', 'LOVE IT', 'PLEASURE', 'RECREATION']",Synset('love.v.02')
4477,enjoy,sign/enjoy/129/1,I enjoy reading children's picture books.,"['APPRECIATE', 'APPRECIATION', 'DELIGHT', 'EXTRACURRICULAR (as in ""after school activities"")', 'HOBBY', 'LEISURE', 'LOVE (as in ""crazy about"")', 'LOVE (as in ""to enjoy"")', 'LOVE IT', 'PLEASURE', 'RECREATION']",Synset('love.v.02')
4478,enjoy,sign/enjoy/129/1,I love to make and eat chocolate chip cookies!,"['APPRECIATE', 'APPRECIATION', 'DELIGHT', 'EXTRACURRICULAR (as in ""after school activities"")', 'HOBBY', 'LEISURE', 'LOVE (as in ""crazy about"")', 'LOVE (as in ""to enjoy"")', 'LOVE IT', 'PLEASURE', 'RECREATION']",Synset('love.v.02')
4479,enjoy,sign/enjoy/129/1,I enjoy visiting Tennessee because of their beautiful mountains.,"['APPRECIATE', 'APPRECIATION', 'DELIGHT', 'EXTRACURRICULAR (as in ""after school activities"")', 'HOBBY', 'LEISURE', 'LOVE (as in ""crazy about"")', 'LOVE (as in ""to enjoy"")', 'LOVE IT', 'PLEASURE', 'RECREATION']",Synset('love.v.02')
4480,enjoy,sign/enjoy/129/1,I enjoy biking in the autumn.,"['APPRECIATE', 'APPRECIATION', 'DELIGHT', 'EXTRACURRICULAR (as in ""after school activities"")', 'HOBBY', 'LEISURE', 'LOVE (as in ""crazy about"")', 'LOVE (as in ""to enjoy"")', 'LOVE IT', 'PLEASURE', 'RECREATION']",Synset('love.v.02')
4481,enjoy,sign/enjoy/129/1,I like watching people play the piano.,"['APPRECIATE', 'APPRECIATION', 'DELIGHT', 'EXTRACURRICULAR (as in ""after school activities"")', 'HOBBY', 'LEISURE', 'LOVE (as in ""crazy about"")', 'LOVE (as in ""to enjoy"")', 'LOVE IT', 'PLEASURE', 'RECREATION']",Synset('love.v.02')
4482,enjoy,sign/enjoy/129/1,I enjoy carving Halloween pumpkins.,"['APPRECIATE', 'APPRECIATION', 'DELIGHT', 'EXTRACURRICULAR (as in ""after school activities"")', 'HOBBY', 'LEISURE', 'LOVE (as in ""crazy about"")', 'LOVE (as in ""to enjoy"")', 'LOVE IT', 'PLEASURE', 'RECREATION']",Synset('love.v.02')
4483,enjoy,sign/enjoy/129/1,I enjoy using technology to help people.,"['APPRECIATE', 'APPRECIATION', 'DELIGHT', 'EXTRACURRICULAR (as in ""after school activities"")', 'HOBBY', 'LEISURE', 'LOVE (as in ""crazy about"")', 'LOVE (as in ""to enjoy"")', 'LOVE IT', 'PLEASURE', 'RECREATION']",Synset('enjoy.v.02')
4484,enjoy,sign/enjoy/129/1,I really like to fish with my dad.,"['APPRECIATE', 'APPRECIATION', 'DELIGHT', 'EXTRACURRICULAR (as in ""after school activities"")', 'HOBBY', 'LEISURE', 'LOVE (as in ""crazy about"")', 'LOVE (as in ""to enjoy"")', 'LOVE IT', 'PLEASURE', 'RECREATION']",Synset('love.v.02')
4485,enjoy,sign/enjoy/129/1,"I enjoy browsing at Bed, Bath, and Beyond.","['APPRECIATE', 'APPRECIATION', 'DELIGHT', 'EXTRACURRICULAR (as in ""after school activities"")', 'HOBBY', 'LEISURE', 'LOVE (as in ""crazy about"")', 'LOVE (as in ""to enjoy"")', 'LOVE IT', 'PLEASURE', 'RECREATION']",Synset('love.v.02')
